GLOSATIPOESTABLECIMIENTO,fecha,IdCausa,Causa,Total,Menores_1,De_1_a_4,De_5_a_14,De_15_a_64,De_65_y_mas
Hospital,2024-04-12,14,Atenciones de urgencia - Accidente vascular encefálico,21,1,0,0,11,9
Hospital,2024-04-12,15,Atenciones de urgencia - Crisis hipertensiva,10,0,0,0,6,4
Hospital,2024-04-12,16,Atenciones de urgencia - Arritmia grave,11,0,0,0,4,7
Hospital,2024-04-12,17,Atenciones de urgencia - Otras causas circulatorias,226,24,30,59,60,53
Hospital,2024-04-12,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,56,0,0,0,24,32
Hospital,2024-04-12,25,Hospitalizaciones - Total,509,11,29,45,229,195
Hospital,2024-05-12,1,Atenciones de urgencia - Total,3942,218,552,904,1685,583
Hospital,2024-05-12,12,Atenciones de urgencia - Total Sistema Circulatorio,117,0,0,4,54,59
Hospital,2024-05-12,13,Atenciones de urgencia - Infarto agudo miocardio,10,0,0,0,4,6
Hospital,2024-05-12,14,Atenciones de urgencia - Accidente vascular encefálico,25,0,0,0,9,16
Hospital,2024-05-12,15,Atenciones de urgencia - Crisis hipertensiva,10,0,0,0,7,3
Hospital,2024-05-12,16,Atenciones de urgencia - Arritmia grave,9,0,0,0,4,5
Hospital,2024-05-12,17,Atenciones de urgencia - Otras causas circulatorias,63,0,0,4,30,29
Hospital,2024-05-12,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,52,0,0,0,16,36
Hospital,2024-05-12,25,Hospitalizaciones - Total,423,9,23,20,209,162
Hospital,2024-06-12,1,Atenciones de urgencia - Total,4581,238,566,1043,2075,659
Hospital,2024-06-12,12,Atenciones de urgencia - Total Sistema Circulatorio,188,0,1,3,113,71
Hospital,2024-06-12,13,Atenciones de urgencia - Infarto agudo miocardio,8,0,0,0,5,3
Hospital,2024-06-12,14,Atenciones de urgencia - Accidente vascular encefálico,18,0,0,0,10,8
Hospital,2024-06-12,15,Atenciones de urgencia - Crisis hipertensiva,13,0,0,0,7,6
Hospital,2024-06-12,16,Atenciones de urgencia - Arritmia grave,14,0,0,0,5,9
Hospital,2024-06-12,17,Atenciones de urgencia - Otras causas circulatorias,135,0,1,3,86,45
Hospital,2024-06-12,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,44,0,0,0,20,24
Hospital,2024-06-12,25,Hospitalizaciones - Total,563,28,51,44,264,176
Hospital,2024-07-12,1,Atenciones de urgencia - Total,3815,197,432,768,1701,717
Hospital,2024-07-12,12,Atenciones de urgencia - Total Sistema Circulatorio,176,0,0,5,82,89
Hospital,2024-07-12,13,Atenciones de urgencia - Infarto agudo miocardio,8,0,0,0,3,5
Hospital,2024-07-12,14,Atenciones de urgencia - Accidente vascular encefálico,31,0,0,0,6,25
Hospital,2024-07-12,15,Atenciones de urgencia - Crisis hipertensiva,9,0,0,0,6,3
Hospital,2024-07-12,16,Atenciones de urgencia - Arritmia grave,24,0,0,2,9,13
Hospital,2024-07-12,17,Atenciones de urgencia - Otras causas circulatorias,104,0,0,3,58,43
Hospital,2024-07-12,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,71,0,0,1,22,48
Hospital,2024-07-12,25,Hospitalizaciones - Total,564,19,56,40,223,226
Hospital,2024-08-12,1,Atenciones de urgencia - Total,5268,291,650,1295,2275,757
Hospital,2024-08-12,12,Atenciones de urgencia - Total Sistema Circulatorio,160,0,3,1,75,81
Hospital,2024-08-12,13,Atenciones de urgencia - Infarto agudo miocardio,8,0,0,0,5,3
Hospital,2024-08-12,14,Atenciones de urgencia - Accidente vascular encefálico,23,0,0,0,13,10
Hospital,2024-08-12,15,Atenciones de urgencia - Crisis hipertensiva,12,0,0,0,8,4
Hospital,2024-08-12,16,Atenciones de urgencia - Arritmia grave,18,0,0,0,5,13
Hospital,2024-08-12,17,Atenciones de urgencia - Otras causas circulatorias,99,0,3,1,44,51
Hospital,2024-08-12,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,67,0,0,1,28,38
Hospital,2024-08-12,25,Hospitalizaciones - Total,580,32,55,38,252,203
Hospital,2024-09-12,1,Atenciones de urgencia - Total,4445,287,566,942,1859,791
Hospital,2024-09-12,12,Atenciones de urgencia - Total Sistema Circulatorio,175,0,0,4,82,89
Hospital,2024-09-12,13,Atenciones de urgencia - Infarto agudo miocardio,12,0,0,0,4,8
Hospital,2024-09-12,14,Atenciones de urgencia - Accidente vascular encefálico,21,0,0,0,8,13
Hospital,2024-09-12,15,Atenciones de urgencia - Crisis hipertensiva,10,0,0,0,7,3
Hospital,2024-09-12,16,Atenciones de urgencia - Arritmia grave,12,0,0,0,5,7
Hospital,2024-09-12,17,Atenciones de urgencia - Otras causas circulatorias,120,0,0,4,58,58
Hospital,2024-09-12,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,60,0,0,0,28,32
Hospital,2024-09-12,25,Hospitalizaciones - Total,562,35,39,42,235,211
Hospital,2024-10-12,1,Atenciones de urgencia - Total,4037,226,444,799,1914,654
Hospital,2024-10-12,12,Atenciones de urgencia - Total Sistema Circulatorio,154,1,1,2,77,73
Hospital,2024-10-12,13,Atenciones de urgencia - Infarto agudo miocardio,11,0,0,0,5,6
Hospital,2024-10-12,14,Atenciones de urgencia - Accidente vascular encefálico,26,1,0,0,10,15
Hospital,2024-10-12,15,Atenciones de urgencia - Crisis hipertensiva,9,0,0,0,6,3
Hospital,2024-10-12,16,Atenciones de urgencia - Arritmia grave,10,0,0,0,5,5
Hospital,2024-10-12,17,Atenciones de urgencia - Otras causas circulatorias,98,0,1,2,51,44
Hospital,2024-10-12,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,42,0,0,0,17,25
Hospital,2024-10-12,25,Hospitalizaciones - Total,457,25,28,27,211,166
Hospital,2024-11-12,1,Atenciones de urgencia - Total,5330,272,570,1493,2252,743
Hospital,2024-11-12,12,Atenciones de urgencia - Total Sistema Circulatorio,188,1,0,2,98,87
Hospital,2024-11-12,13,Atenciones de urgencia - Infarto agudo miocardio,10,0,0,0,7,3
Hospital,2024-11-12,14,Atenciones de urgencia - Accidente vascular encefálico,35,0,0,0,16,19
Hospital,2024-11-12,15,Atenciones de urgencia - Crisis hipertensiva,11,0,0,0,9,2
Hospital,2024-11-12,16,Atenciones de urgencia - Arritmia grave,18,1,0,0,6,11
Hospital,2024-11-12,17,Atenciones de urgencia - Otras causas circulatorias,114,0,0,2,60,52
Hospital,2024-11-12,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,57,0,0,0,25,32
Hospital,2024-11-12,25,Hospitalizaciones - Total,518,16,25,52,252,173
Hospital,2024-12-12,1,Atenciones de urgencia - Total,4215,216,543,867,1831,758
Hospital,2024-12-12,12,Atenciones de urgencia - Total Sistema Circulatorio,180,1,1,1,95,82
Hospital,2024-12-12,13,Atenciones de urgencia - Infarto agudo miocardio,4,0,0,0,3,1
Hospital,2024-12-12,14,Atenciones de urgencia - Accidente vascular encefálico,32,1,0,0,15,16
Hospital,2024-12-12,15,Atenciones de urgencia - Crisis hipertensiva,16,0,0,0,9,7
Hospital,2024-12-12,16,Atenciones de urgencia - Arritmia grave,12,0,0,0,9,3
Hospital,2024-12-12,17,Atenciones de urgencia - Otras causas circulatorias,116,0,1,1,59,55
Hospital,2024-12-12,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,65,1,0,0,27,37
Hospital,2024-12-12,25,Hospitalizaciones - Total,494,14,30,44,213,193
Hospital,2024-01-13,1,Atenciones de urgencia - Total,3666,190,409,594,1871,602
Hospital,2024-01-13,12,Atenciones de urgencia - Total Sistema Circulatorio,133,0,1,6,65,61
Hospital,2024-01-13,13,Atenciones de urgencia - Infarto agudo miocardio,7,0,0,0,5,2
Hospital,2024-01-13,14,Atenciones de urgencia - Accidente vascular encefálico,21,0,0,0,11,10
Hospital,2024-01-13,15,Atenciones de urgencia - Crisis hipertensiva,9,0,0,0,8,1
Hospital,2024-01-13,16,Atenciones de urgencia - Arritmia grave,10,0,0,0,3,7
Hospital,2024-01-13,17,Atenciones de urgencia - Otras causas circulatorias,86,0,1,6,38,41
Hospital,2024-01-13,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,49,1,0,0,22,26
Hospital,2024-01-13,25,Hospitalizaciones - Total,455,14,17,38,223,163
Hospital,2024-02-13,1,Atenciones de urgencia - Total,4057,241,378,559,2059,820
Hospital,2024-02-13,12,Atenciones de urgencia - Total Sistema Circulatorio,176,0,0,4,81,91
Hospital,2024-02-13,13,Atenciones de urgencia - Infarto agudo miocardio,4,0,0,0,2,2
Hospital,2024-02-13,14,Atenciones de urgencia - Accidente vascular encefálico,28,0,0,0,12,16
Hospital,2024-02-13,15,Atenciones de urgencia - Crisis hipertensiva,12,0,0,0,6,6
Hospital,2024-02-13,16,Atenciones de urgencia - Arritmia grave,15,0,0,1,7,7
Hospital,2024-02-13,17,Atenciones de urgencia - Otras causas circulatorias,117,0,0,3,54,60
Hospital,2024-02-13,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,60,0,0,0,29,31
Hospital,2024-02-13,25,Hospitalizaciones - Total,489,23,8,26,238,194
Hospital,2024-03-13,1,Atenciones de urgencia - Total,4884,267,510,1201,2149,757
Hospital,2024-03-13,12,Atenciones de urgencia - Total Sistema Circulatorio,186,0,0,6,82,98
Hospital,2024-03-13,13,Atenciones de urgencia - Infarto agudo miocardio,10,0,0,0,3,7
Hospital,2024-03-13,14,Atenciones de urgencia - Accidente vascular encefálico,30,0,0,0,12,18
Hospital,2024-03-13,15,Atenciones de urgencia - Crisis hipertensiva,16,0,0,0,9,7
Hospital,2024-03-13,16,Atenciones de urgencia - Arritmia grave,15,0,0,0,4,11
Hospital,2024-03-13,17,Atenciones de urgencia - Otras causas circulatorias,115,0,0,6,54,55
Hospital,2024-03-13,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,50,0,0,0,17,33
Hospital,2024-03-13,25,Hospitalizaciones - Total,493,13,28,44,239,169
Hospital,2024-04-13,1,Atenciones de urgencia - Total,3884,210,538,609,1921,606
Hospital,2024-04-13,12,Atenciones de urgencia - Total Sistema Circulatorio,134,0,0,1,72,61
Hospital,2024-04-13,13,Atenciones de urgencia - Infarto agudo miocardio,5,0,0,0,2,3
Hospital,2024-04-13,14,Atenciones de urgencia - Accidente vascular encefálico,19,0,0,0,8,11
Hospital,2024-04-13,15,Atenciones de urgencia - Crisis hipertensiva,8,0,0,0,7,1
Hospital,2024-04-13,16,Atenciones de urgencia - Arritmia grave,18,0,0,0,8,10
Hospital,2024-04-13,17,Atenciones de urgencia - Otras causas circulatorias,84,0,0,1,47,36
Hospital,2024-04-13,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,50,0,0,0,21,29
Hospital,2024-04-13,25,Hospitalizaciones - Total,410,11,25,22,189,163
Hospital,2024-05-13,1,Atenciones de urgencia - Total,5625,258,691,1633,2284,759
Hospital,2024-05-13,12,Atenciones de urgencia - Total Sistema Circulatorio,169,1,1,10,78,79
Hospital,2024-05-13,13,Atenciones de urgencia - Infarto agudo miocardio,11,0,0,0,6,5
Hospital,2024-05-13,14,Atenciones de urgencia - Accidente vascular encefálico,19,0,0,0,4,15
Hospital,2024-05-13,15,Atenciones de urgencia - Crisis hipertensiva,8,0,0,0,5,3
Hospital,2024-05-13,16,Atenciones de urgencia - Arritmia grave,16,0,0,1,7,8
Hospital,2024-05-13,17,Atenciones de urgencia - Otras causas circulatorias,115,1,1,9,56,48
Hospital,2024-05-13,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,57,0,0,2,21,34
Hospital,2024-05-13,25,Hospitalizaciones - Total,546,19,34,54,222,217
Hospital,2024-06-13,1,Atenciones de urgencia - Total,2975,148,382,387,1521,537
Hospital,2024-06-13,12,Atenciones de urgencia - Total Sistema Circulatorio,126,0,0,1,69,56
Hospital,2024-06-13,13,Atenciones de urgencia - Infarto agudo miocardio,3,0,0,0,3,0
Hospital,2024-06-13,14,Atenciones de urgencia - Accidente vascular encefálico,15,0,0,0,7,8
Hospital,2024-06-13,15,Atenciones de urgencia - Crisis hipertensiva,12,0,0,0,11,1
Hospital,2024-06-13,16,Atenciones de urgencia - Arritmia grave,9,0,0,0,2,7
Hospital,2024-06-13,17,Atenciones de urgencia - Otras causas circulatorias,87,0,0,1,46,40
Hospital,2024-06-13,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,46,0,0,0,16,30
Hospital,2024-06-13,25,Hospitalizaciones - Total,470,22,53,30,206,159
Hospital,2024-07-13,1,Atenciones de urgencia - Total,3441,193,412,500,1675,661
Hospital,2024-07-13,12,Atenciones de urgencia - Total Sistema Circulatorio,165,0,0,1,78,86
Hospital,2024-07-13,13,Atenciones de urgencia - Infarto agudo miocardio,11,0,0,0,9,2
Hospital,2024-07-13,14,Atenciones de urgencia - Accidente vascular encefálico,35,0,0,0,17,18
Hospital,2024-07-13,15,Atenciones de urgencia - Crisis hipertensiva,11,0,0,0,6,5
Hospital,2024-07-13,16,Atenciones de urgencia - Arritmia grave,12,0,0,0,4,8
Hospital,2024-07-13,17,Atenciones de urgencia - Otras causas circulatorias,96,0,0,1,42,53
Hospital,2024-07-13,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,68,0,0,1,30,37
Hospital,2024-07-13,25,Hospitalizaciones - Total,514,28,38,23,224,201
Hospital,2024-08-13,1,Atenciones de urgencia - Total,4989,274,617,1217,2129,752
Hospital,2024-08-13,12,Atenciones de urgencia - Total Sistema Circulatorio,169,0,0,0,89,80
Hospital,2024-08-13,13,Atenciones de urgencia - Infarto agudo miocardio,8,0,0,0,4,4
Hospital,2024-08-13,14,Atenciones de urgencia - Accidente vascular encefálico,25,0,0,0,9,16
Hospital,2024-08-13,15,Atenciones de urgencia - Crisis hipertensiva,16,0,0,0,11,5
Hospital,2024-08-13,16,Atenciones de urgencia - Arritmia grave,14,0,0,0,8,6
Hospital,2024-08-13,17,Atenciones de urgencia - Otras causas circulatorias,106,0,0,0,57,49
Hospital,2024-08-13,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,61,0,0,0,20,41
Hospital,2024-08-13,25,Hospitalizaciones - Total,594,34,54,47,259,200
Hospital,2024-09-13,1,Atenciones de urgencia - Total,4180,264,561,797,1771,787
Hospital,2024-09-13,12,Atenciones de urgencia - Total Sistema Circulatorio,150,0,0,2,70,78
Hospital,2024-09-13,13,Atenciones de urgencia - Infarto agudo miocardio,10,0,0,0,6,4
Hospital,2024-09-13,14,Atenciones de urgencia - Accidente vascular encefálico,23,0,0,0,11,12
Hospital,2024-09-13,15,Atenciones de urgencia - Crisis hipertensiva,23,0,0,0,16,7
Hospital,2024-09-13,16,Atenciones de urgencia - Arritmia grave,10,0,0,0,2,8
Hospital,2024-09-13,17,Atenciones de urgencia - Otras causas circulatorias,84,0,0,2,35,47
Hospital,2024-09-13,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,51,0,0,0,24,27
Hospital,2024-09-13,25,Hospitalizaciones - Total,561,24,43,50,211,233
Hospital,2024-10-13,1,Atenciones de urgencia - Total,3968,213,486,775,1878,616
Hospital,2024-10-13,12,Atenciones de urgencia - Total Sistema Circulatorio,139,0,0,2,70,67
Hospital,2024-10-13,13,Atenciones de urgencia - Infarto agudo miocardio,8,0,0,0,2,6
Hospital,2024-10-13,14,Atenciones de urgencia - Accidente vascular encefálico,37,0,0,0,15,22
Hospital,2024-10-13,15,Atenciones de urgencia - Crisis hipertensiva,8,0,0,0,6,2
Hospital,2024-10-13,16,Atenciones de urgencia - Arritmia grave,14,0,0,0,4,10
Hospital,2024-10-13,17,Atenciones de urgencia - Otras causas circulatorias,72,0,0,2,43,27
Hospital,2024-10-13,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,58,0,0,0,22,36
Hospital,2024-10-13,25,Hospitalizaciones - Total,407,22,24,31,180,150
Hospital,2024-11-13,1,Atenciones de urgencia - Total,5095,256,539,1360,2185,755
Hospital,2024-11-13,12,Atenciones de urgencia - Total Sistema Circulatorio,165,0,1,2,84,78
Hospital,2024-11-13,13,Atenciones de urgencia - Infarto agudo miocardio,10,0,0,0,6,4
Hospital,2024-11-13,14,Atenciones de urgencia - Accidente vascular encefálico,22,0,0,0,9,13
Hospital,2024-11-13,15,Atenciones de urgencia - Crisis hipertensiva,3,0,0,0,3,0
Hospital,2024-11-13,16,Atenciones de urgencia - Arritmia grave,17,0,0,0,7,10
Hospital,2024-11-13,17,Atenciones de urgencia - Otras causas circulatorias,113,0,1,2,59,51
Hospital,2024-11-13,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,56,0,0,0,19,37
Hospital,2024-11-13,25,Hospitalizaciones - Total,540,19,29,40,242,210
Hospital,2024-12-13,1,Atenciones de urgencia - Total,3991,217,517,720,1829,708
Hospital,2024-12-13,12,Atenciones de urgencia - Total Sistema Circulatorio,159,0,0,2,76,81
Hospital,2024-12-13,13,Atenciones de urgencia - Infarto agudo miocardio,7,0,0,0,6,1
Hospital,2024-12-13,14,Atenciones de urgencia - Accidente vascular encefálico,28,0,0,0,14,14
Hospital,2024-12-13,15,Atenciones de urgencia - Crisis hipertensiva,5,0,0,0,2,3
Hospital,2024-12-13,16,Atenciones de urgencia - Arritmia grave,13,0,0,0,7,6
Hospital,2024-12-13,17,Atenciones de urgencia - Otras causas circulatorias,106,0,0,2,47,57
Hospital,2024-12-13,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,45,0,0,0,26,19
Hospital,2024-12-13,25,Hospitalizaciones - Total,470,15,38,33,228,156
Hospital,2024-01-14,1,Atenciones de urgencia - Total,3586,220,415,528,1896,527
Hospital,2024-01-14,12,Atenciones de urgencia - Total Sistema Circulatorio,132,0,0,4,72,56
Hospital,2024-01-14,13,Atenciones de urgencia - Infarto agudo miocardio,8,0,0,0,4,4
Hospital,2024-01-14,14,Atenciones de urgencia - Accidente vascular encefálico,23,0,0,0,14,9
Hospital,2024-01-14,15,Atenciones de urgencia - Crisis hipertensiva,5,0,0,0,5,0
Hospital,2024-01-14,16,Atenciones de urgencia - Arritmia grave,17,0,0,1,5,11
Hospital,2024-01-14,17,Atenciones de urgencia - Otras causas circulatorias,79,0,0,3,44,32
Hospital,2024-01-14,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,46,0,0,0,23,23
Hospital,2024-01-14,25,Hospitalizaciones - Total,382,19,27,33,200,103
Hospital,2024-02-14,1,Atenciones de urgencia - Total,3844,231,354,550,1946,763
Hospital,2024-02-14,12,Atenciones de urgencia - Total Sistema Circulatorio,167,0,1,3,84,79
Hospital,2024-02-14,13,Atenciones de urgencia - Infarto agudo miocardio,6,0,0,0,5,1
Hospital,2024-02-14,14,Atenciones de urgencia - Accidente vascular encefálico,17,0,0,0,7,10
Hospital,2024-02-14,15,Atenciones de urgencia - Crisis hipertensiva,12,0,0,0,7,5
Hospital,2024-02-14,16,Atenciones de urgencia - Arritmia grave,15,0,0,0,6,9
Hospital,2024-02-14,17,Atenciones de urgencia - Otras causas circulatorias,117,0,1,3,59,54
Hospital,2024-02-14,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,53,0,0,0,27,26
Hospital,2024-02-14,25,Hospitalizaciones - Total,471,11,19,30,222,189
Hospital,2024-03-14,1,Atenciones de urgencia - Total,5027,267,504,1288,2160,808
Hospital,2024-03-14,12,Atenciones de urgencia - Total Sistema Circulatorio,186,0,0,1,77,108
Hospital,2024-03-14,13,Atenciones de urgencia - Infarto agudo miocardio,5,0,0,0,3,2
Hospital,2024-03-14,14,Atenciones de urgencia - Accidente vascular encefálico,34,0,0,0,12,22
Hospital,2024-03-14,15,Atenciones de urgencia - Crisis hipertensiva,12,0,0,0,7,5
Hospital,2024-03-14,16,Atenciones de urgencia - Arritmia grave,21,0,0,0,5,16
Hospital,2024-03-14,17,Atenciones de urgencia - Otras causas circulatorias,114,0,0,1,50,63
Hospital,2024-03-14,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,77,0,0,0,21,56
Hospital,2024-03-14,25,Hospitalizaciones - Total,517,13,15,39,244,206
Hospital,2024-04-14,1,Atenciones de urgencia - Total,4099,231,611,781,1885,591
Hospital,2024-04-14,12,Atenciones de urgencia - Total Sistema Circulatorio,122,0,0,3,52,67
Hospital,2024-04-14,13,Atenciones de urgencia - Infarto agudo miocardio,11,0,0,0,4,7
Hospital,2024-04-14,14,Atenciones de urgencia - Accidente vascular encefálico,17,0,0,0,5,12
Hospital,2024-04-14,15,Atenciones de urgencia - Crisis hipertensiva,5,0,0,0,4,1
Hospital,2024-04-14,16,Atenciones de urgencia - Arritmia grave,12,0,0,0,6,6
Hospital,2024-04-14,17,Atenciones de urgencia - Otras causas circulatorias,77,0,0,3,33,41
Hospital,2024-04-14,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,50,0,0,0,12,38
Hospital,2024-04-14,25,Hospitalizaciones - Total,421,8,27,29,198,159
Hospital,2024-05-14,1,Atenciones de urgencia - Total,5453,272,682,1603,2175,721
Hospital,2024-05-14,12,Atenciones de urgencia - Total Sistema Circulatorio,133,0,2,5,56,70
Hospital,2024-05-14,13,Atenciones de urgencia - Infarto agudo miocardio,12,0,0,0,4,8
Hospital,2024-05-14,14,Atenciones de urgencia - Accidente vascular encefálico,24,0,0,0,11,13
Hospital,2024-05-14,15,Atenciones de urgencia - Crisis hipertensiva,12,0,0,0,8,4
Hospital,2024-05-14,16,Atenciones de urgencia - Arritmia grave,14,0,0,0,6,8
Hospital,2024-05-14,17,Atenciones de urgencia - Otras causas circulatorias,71,0,2,5,27,37
Hospital,2024-05-14,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,42,0,0,0,16,26
Hospital,2024-05-14,25,Hospitalizaciones - Total,524,21,26,37,241,199
Hospital,2024-06-14,1,Atenciones de urgencia - Total,3647,243,479,496,1733,696
Hospital,2024-06-14,12,Atenciones de urgencia - Total Sistema Circulatorio,162,0,0,2,77,83
Hospital,2024-06-14,13,Atenciones de urgencia - Infarto agudo miocardio,8,0,0,0,5,3
Hospital,2024-06-14,14,Atenciones de urgencia - Accidente vascular encefálico,22,0,0,0,9,13
Hospital,2024-06-14,15,Atenciones de urgencia - Crisis hipertensiva,15,0,0,0,10,5
Hospital,2024-06-14,16,Atenciones de urgencia - Arritmia grave,15,0,0,0,9,6
Hospital,2024-06-14,17,Atenciones de urgencia - Otras causas circulatorias,102,0,0,2,44,56
Hospital,2024-06-14,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,66,0,0,1,22,43
Hospital,2024-06-14,25,Hospitalizaciones - Total,535,21,49,39,216,210
Hospital,2024-07-14,1,Atenciones de urgencia - Total,3262,180,453,436,1578,615
Hospital,2024-07-14,12,Atenciones de urgencia - Total Sistema Circulatorio,149,0,0,1,66,82
Hospital,2024-07-14,13,Atenciones de urgencia - Infarto agudo miocardio,8,0,0,0,3,5
Hospital,2024-07-14,14,Atenciones de urgencia - Accidente vascular encefálico,19,0,0,0,10,9
Hospital,2024-07-14,15,Atenciones de urgencia - Crisis hipertensiva,10,0,0,0,4,6
Hospital,2024-07-14,16,Atenciones de urgencia - Arritmia grave,22,0,0,0,10,12
Hospital,2024-07-14,17,Atenciones de urgencia - Otras causas circulatorias,90,0,0,1,39,50
Hospital,2024-07-14,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,64,0,0,1,23,40
Hospital,2024-07-14,25,Hospitalizaciones - Total,471,22,42,22,193,192
Hospital,2024-08-14,1,Atenciones de urgencia - Total,4787,279,624,1019,2073,792
Hospital,2024-08-14,12,Atenciones de urgencia - Total Sistema Circulatorio,229,0,0,2,129,98
Hospital,2024-08-14,13,Atenciones de urgencia - Infarto agudo miocardio,10,0,0,0,2,8
Hospital,2024-08-14,14,Atenciones de urgencia - Accidente vascular encefálico,29,0,0,0,14,15
Hospital,2024-08-14,15,Atenciones de urgencia - Crisis hipertensiva,17,0,0,0,10,7
Hospital,2024-08-14,16,Atenciones de urgencia - Arritmia grave,25,0,0,1,16,8
Hospital,2024-08-14,17,Atenciones de urgencia - Otras causas circulatorias,148,0,0,1,87,60
Hospital,2024-08-14,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,83,0,0,1,36,46
Hospital,2024-08-14,25,Hospitalizaciones - Total,607,29,47,38,254,239
Hospital,2024-09-14,1,Atenciones de urgencia - Total,4012,267,563,746,1755,681
Hospital,2024-09-14,12,Atenciones de urgencia - Total Sistema Circulatorio,168,1,1,4,74,88
Hospital,2024-09-14,13,Atenciones de urgencia - Infarto agudo miocardio,14,0,0,0,6,8
Hospital,2024-09-14,14,Atenciones de urgencia - Accidente vascular encefálico,30,0,0,0,9,21
Hospital,2024-09-14,15,Atenciones de urgencia - Crisis hipertensiva,17,0,0,0,11,6
Hospital,2024-09-14,16,Atenciones de urgencia - Arritmia grave,13,0,0,0,3,10
Hospital,2024-09-14,17,Atenciones de urgencia - Otras causas circulatorias,94,1,1,4,45,43
Hospital,2024-09-14,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,37,0,0,0,10,27
Hospital,2024-09-14,25,Hospitalizaciones - Total,477,24,27,41,222,163
Hospital,2024-10-14,1,Atenciones de urgencia - Total,5377,243,591,1421,2423,699
Hospital,2024-10-14,12,Atenciones de urgencia - Total Sistema Circulatorio,199,1,1,7,94,96
Hospital,2024-10-14,13,Atenciones de urgencia - Infarto agudo miocardio,9,0,0,0,3,6
Hospital,2024-10-14,14,Atenciones de urgencia - Accidente vascular encefálico,29,0,0,0,10,19
Hospital,2024-10-14,15,Atenciones de urgencia - Crisis hipertensiva,15,0,0,0,8,7
Hospital,2024-10-14,16,Atenciones de urgencia - Arritmia grave,15,0,0,0,5,10
Hospital,2024-10-14,17,Atenciones de urgencia - Otras causas circulatorias,131,1,1,7,68,54
Hospital,2024-10-14,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,67,0,0,0,27,40
Hospital,2024-10-14,25,Hospitalizaciones - Total,510,22,33,54,221,180
Hospital,2024-11-14,1,Atenciones de urgencia - Total,5238,239,592,1373,2254,780
Hospital,2024-11-14,12,Atenciones de urgencia - Total Sistema Circulatorio,185,0,2,2,85,96
Hospital,2024-11-14,13,Atenciones de urgencia - Infarto agudo miocardio,9,0,1,0,3,5
Hospital,2024-11-14,14,Atenciones de urgencia - Accidente vascular encefálico,30,0,0,0,14,16
Hospital,2024-11-14,15,Atenciones de urgencia - Crisis hipertensiva,13,0,0,0,8,5
Hospital,2024-11-14,16,Atenciones de urgencia - Arritmia grave,14,0,0,0,0,14
Hospital,2024-11-14,17,Atenciones de urgencia - Otras causas circulatorias,119,0,1,2,60,56
Hospital,2024-11-14,22,Hospitalizaciones - CAUSAS SISTEMA CIRCULATORIO,68,0,0,0,19,49
Hospital,2024-11-14,25,Hospitalizaciones - Total,523,18,34,47,193,231
Hospital,2024-12-14,1,Atenciones de urgencia - Total,3864,219,475,701,1810,659
Hospital,2024-12-14,12,Atenciones de urgencia - Total Sistema Circulatorio,135,0,1,1,71,62
Hospital,2024-12-14,13,Atenciones de urgencia - Infarto agudo miocardio,7,0,0,0,6,1
Hospital,2024-12-14,14,Atenciones de urgencia - Accidente vascular encefálico,21,0,0,0,13,8
Hospital,2024-12-14,15,Atenciones de urgencia - Crisis hipertensiva,6,0,0,0,5,1
Hospital,2024-12-14,16,Atenciones de urgencia - Arritmia grave,13,0,0,1,2,10
Hospital,2024-12-14,17,Atenciones de urgencia - Otras causas circulatorias,88,0,1,0,45,42
